finbert_pos,finbert_neg,finbert_neu,finbert_score
0.045209035,0.2799914,0.6747996,-0.23478235
0.04741293,0.121931076,0.830656,-0.074518144
0.042913496,0.11499188,0.8420946,-0.072078384
0.028961666,0.5286574,0.44238093,-0.49969572
0.01876122,0.044524487,0.9367143,-0.025763268
0.023437168,0.30170083,0.674862,-0.27826366
0.031150963,0.041166693,0.9276823,-0.01001573
0.02789744,0.7431542,0.22894835,-0.7152568
0.03517442,0.29430568,0.67051995,-0.25913125
0.02602995,0.46842638,0.50554365,-0.44239643
0.052941747,0.13369444,0.8133638,-0.08075269
0.024112185,0.3549754,0.62091243,-0.3308632
0.039852165,0.3378538,0.622294,-0.29800162
0.033689935,0.27428418,0.6920259,-0.24059425
0.025282755,0.43290037,0.54181683,-0.40761763
0.030457504,0.265077,0.70446557,-0.2346195
0.025482368,0.7244544,0.25006324,-0.69897205
0.014137514,0.8503929,0.13546963,-0.8362554
0.038307615,0.22386216,0.7378302,-0.18555453
0.010884476,0.9512505,0.037864994,-0.940366
0.013477446,0.8374892,0.14903344,-0.82401174
0.037123024,0.3375544,0.6253225,-0.30043137
0.0144973565,0.8610232,0.12447949,-0.84652585
0.051922936,0.042673443,0.9054036,0.0092494935
0.015487341,0.85498846,0.12952423,-0.83950114
0.026131082,0.46320432,0.51066464,-0.43707323
0.039475698,0.049077503,0.9114468,-0.009601805
0.02087223,0.67590564,0.30322224,-0.6550334
0.02246444,0.64037466,0.3371609,-0.6179102
0.034591142,0.56396776,0.40144104,-0.5293766
0.024132302,0.47534472,0.50052303,-0.4512124
0.052738015,0.07104376,0.8762182,-0.018305745
0.032868948,0.33458346,0.63254756,-0.3017145
0.022523819,0.75699216,0.22048397,-0.73446834
0.025315763,0.5388889,0.4357954,-0.5135731
0.027320959,0.6729081,0.29977086,-0.64558715
0.018864278,0.6597036,0.32143208,-0.64083934
0.044248864,0.3299525,0.62579864,-0.28570366
0.040372133,0.1885737,0.77105415,-0.14820157
0.017876962,0.8279833,0.15413971,-0.81010634
0.040406644,0.15337469,0.8062187,-0.11296804
0.04594728,0.1511534,0.80289936,-0.10520612
0.024133911,0.045769535,0.93009657,-0.021635624
0.09057103,0.18261236,0.72681665,-0.09204133
0.027524611,0.20472495,0.76775044,-0.17720035
0.03204144,0.34066987,0.62728864,-0.30862844
0.035381712,0.3963288,0.56828946,-0.3609471
0.040910028,0.31586194,0.643228,-0.2749519
0.035566024,0.2138498,0.7505841,-0.17828378
0.030330585,0.13579182,0.8338776,-0.10546124
0.01983347,0.6257002,0.35446635,-0.60586673
0.03183907,0.22795907,0.74020183,-0.19612
0.019915754,0.558217,0.42186725,-0.5383012
0.034799516,0.5505385,0.41466197,-0.51573896
0.023733027,0.35235137,0.62391555,-0.32861835
0.0154207,0.8483331,0.13624617,-0.83291245
0.038894325,0.08148967,0.879616,-0.04259534
0.040379364,0.57379514,0.3858255,-0.5334158
0.032234184,0.12163476,0.8461311,-0.089400575
0.0371144,0.20110421,0.7617814,-0.16398981
0.04119836,0.3051586,0.6536431,-0.2639602
0.017576661,0.84457606,0.13784726,-0.8269994
0.020908114,0.7407609,0.23833099,-0.7198528
0.06052731,0.09964533,0.83982736,-0.03911802
0.034285832,0.51170266,0.45401144,-0.4774168
0.024183562,0.6076285,0.36818796,-0.58344495
0.03676194,0.26280576,0.70043224,-0.22604382
0.04614399,0.1502544,0.8036017,-0.104110405
0.02407269,0.46640113,0.50952613,-0.44232845
0.022212038,0.5040585,0.47372943,-0.48184645
0.01681033,0.7260091,0.25718066,-0.7091987
0.04075388,0.5785777,0.3806684,-0.5378238
0.057924103,0.36090827,0.5811676,-0.30298418
0.026591418,0.38885692,0.5845517,-0.3622655
0.019646598,0.7405661,0.23978728,-0.7209195
0.04375375,0.14001079,0.8162355,-0.09625704
0.03436361,0.25873443,0.7069019,-0.22437082
0.038275372,0.25411442,0.70761013,-0.21583904
0.030173562,0.25728983,0.71253663,-0.22711626
0.030751478,0.37786216,0.5913864,-0.3471107
0.02709742,0.52381235,0.44909018,-0.49671492
0.044349328,0.32561803,0.63003266,-0.28126872
0.035063393,0.07110689,0.8938297,-0.036043495
0.024384566,0.5253063,0.4503091,-0.5009217
0.063927256,0.15638307,0.77968967,-0.09245581
0.034332845,0.41496918,0.550698,-0.38063633
0.080265805,0.14848378,0.77125037,-0.06821798
0.03568484,0.46330908,0.5010061,-0.42762423
0.07884482,0.13885103,0.7823041,-0.06000621
0.030620692,0.3872531,0.58212626,-0.3566324
0.023002375,0.59806055,0.37893716,-0.57505816
0.022196189,0.8298934,0.14791042,-0.80769724
0.027179943,0.6765412,0.2962789,-0.64936125
0.032828793,0.16787267,0.7992986,-0.13504387
0.019105664,0.76503164,0.21586272,-0.74592596
0.01584298,0.8742944,0.10986261,-0.8584514
0.08471461,0.14232308,0.7729623,-0.05760847
0.029812887,0.459907,0.5102802,-0.43009412
0.026350314,0.12336965,0.85028005,-0.09701934
0.056604397,0.14173241,0.80166316,-0.08512801
0.036845967,0.20392582,0.7592282,-0.16707985
0.026651772,0.61490685,0.35844132,-0.58825505
0.028139222,0.27530867,0.6965521,-0.24716945
0.025835473,0.4437392,0.5304253,-0.41790372
0.04624302,0.11544922,0.8383078,-0.0692062
0.060582276,0.13836569,0.80105203,-0.077783406
0.019057017,0.508616,0.47232702,-0.48955896
0.024876935,0.52975553,0.44536757,-0.5048786
0.022809988,0.1211527,0.85603726,-0.09834271
0.019908596,0.66583896,0.31425244,-0.64593035
0.017555567,0.64480853,0.337636,-0.62725294
0.031165766,0.37601623,0.59281796,-0.34485045
0.025363563,0.69858295,0.27605343,-0.6732194
0.018867403,0.7058684,0.27526417,-0.687001
0.017446447,0.77122015,0.21133341,-0.7537737
0.022842342,0.66876656,0.30839103,-0.6459242
0.034688022,0.38605246,0.5792596,-0.35136443
0.037413605,0.14528044,0.817306,-0.10786683
0.03935223,0.069691144,0.89095664,-0.030338913
0.030403787,0.24286807,0.7267281,-0.21246427
0.013942525,0.90086055,0.08519687,-0.886918
0.033699267,0.15906116,0.80723953,-0.12536189
0.037150715,0.39782318,0.56502616,-0.36067247
0.01978929,0.73765135,0.24255934,-0.71786207
0.036408458,0.20633988,0.7572516,-0.16993143
0.020255787,0.8066597,0.1730845,-0.7864039
0.031569015,0.3741799,0.5942511,-0.3426109
0.027095579,0.07469363,0.8982108,-0.04759805
0.041132335,0.1201129,0.8387548,-0.078980565
0.08020953,0.17873473,0.7410557,-0.098525204
0.028455704,0.28878132,0.68276304,-0.2603256
0.03663232,0.13088433,0.8324833,-0.09425201
0.12159309,0.10343085,0.77497613,0.018162236
0.026211193,0.51376355,0.4600253,-0.48755234
0.03294619,0.36920214,0.5978517,-0.33625594
0.05904719,0.09481221,0.8461407,-0.03576502
0.044535603,0.7441555,0.21130884,-0.69961995
0.048171226,0.08220597,0.8696228,-0.034034748
0.013263949,0.86477137,0.12196472,-0.8515074
0.029569346,0.040056765,0.93037385,-0.010487419
0.032931227,0.07626375,0.89080507,-0.04333252
0.08916366,0.048755858,0.8620805,0.040407803
0.02483121,0.631199,0.3439698,-0.60636777
0.01429124,0.84291625,0.14279255,-0.828625
0.040301625,0.2726825,0.6870159,-0.23238087
0.041451957,0.024113273,0.9344348,0.017338684
0.034323096,0.34275657,0.62292033,-0.30843347
0.024434373,0.29139364,0.684172,-0.26695925
0.009143103,0.93220747,0.0586494,-0.92306435
0.033362683,0.17152451,0.7951128,-0.13816182
0.022366382,0.620295,0.35733855,-0.5979286
0.034523107,0.4872907,0.4781862,-0.4527676
0.030293511,0.43477193,0.5349345,-0.4044784
0.05984349,0.07840649,0.86175,-0.018562999
0.023616761,0.28571424,0.690669,-0.26209748
0.042497177,0.19379422,0.7637086,-0.15129705
0.016641745,0.7425351,0.24082309,-0.7258934
0.03652207,0.3499708,0.6135071,-0.31344873
0.044403724,0.3256631,0.6299331,-0.28125936
0.02663668,0.43569425,0.5376691,-0.40905756
0.030016048,0.4401285,0.52985543,-0.41011247
0.06471494,0.19378614,0.7414989,-0.1290712
0.025669448,0.384032,0.59029853,-0.35836256
0.032293554,0.24067862,0.7270278,-0.20838507
0.011709016,0.9521896,0.036101364,-0.9404806
0.06268918,0.1983463,0.7389645,-0.13565713
0.02397301,0.41148075,0.5645462,-0.38750774
0.040831387,0.34698698,0.61218166,-0.3061556
0.02638916,0.23392259,0.7396883,-0.20753342
0.02853327,0.17928952,0.79217714,-0.15075625
0.027397266,0.52434266,0.44826004,-0.49694538
0.028037982,0.5260134,0.44594863,-0.49797538
0.03427259,0.31849307,0.6472344,-0.2842205
0.038239006,0.06786408,0.89389694,-0.029625077
0.040493093,0.30933258,0.6501744,-0.26883948
0.019725148,0.6887883,0.2914866,-0.66906315
0.02602506,0.6516269,0.32234806,-0.6256018
0.027342154,0.6872324,0.28542548,-0.65989023
0.030682294,0.28489572,0.68442196,-0.25421342
0.024712775,0.6360607,0.33922657,-0.6113479
0.025250353,0.4047318,0.5700178,-0.37948146
0.033121716,0.3050584,0.66181993,-0.27193668
0.061146446,0.07115079,0.8677027,-0.010004342
0.03300796,0.6950477,0.27194434,-0.6620397
0.02681237,0.31383637,0.6593512,-0.287024
0.03268249,0.30091482,0.6664027,-0.26823235
0.03800116,0.18552174,0.7764771,-0.14752057
0.027481426,0.52424204,0.44827652,-0.4967606
0.062680066,0.04368145,0.8936385,0.018998615
0.05005267,0.0725279,0.8774194,-0.022475231
0.02936301,0.26809004,0.702547,-0.23872703
0.055318575,0.087656386,0.857025,-0.03233781
0.06839549,0.09728816,0.8343164,-0.028892674
0.032736696,0.6452767,0.32198656,-0.61254
0.024596907,0.24831188,0.72709125,-0.22371498
0.045322087,0.029964078,0.92471385,0.015358008
0.06539411,0.041638475,0.8929674,0.023755636
0.024000231,0.608653,0.36734676,-0.5846528
0.028785035,0.5993914,0.37182352,-0.57060635
0.033518884,0.47638786,0.4900932,-0.44286898
0.04361064,0.41622186,0.5401675,-0.37261122
0.031816352,0.048315834,0.9198679,-0.016499482
0.045482192,0.19716388,0.7573539,-0.15168169
0.056697674,0.35507998,0.5882224,-0.2983823
0.044781715,0.11209748,0.8431208,-0.067315765
0.018513594,0.7272832,0.25420323,-0.70876956
0.032803323,0.39089432,0.5763024,-0.358091
0.035202615,0.03939859,0.9253988,-0.0041959733
0.031404372,0.22705685,0.74153876,-0.19565247
0.026111843,0.20926568,0.76462245,-0.18315384
0.039654084,0.22774117,0.73260474,-0.18808708
0.026688136,0.29213777,0.6811741,-0.26544964
0.031618886,0.33125353,0.6371276,-0.29963464
0.025422994,0.50348634,0.47109064,-0.47806334
0.032706916,0.32040575,0.6468873,-0.28769884
0.027182175,0.6456573,0.32716063,-0.61847514
0.048426967,0.15435365,0.7972194,-0.10592668
0.034141757,0.2207456,0.74511266,-0.18660384
0.029329527,0.7220317,0.24863875,-0.6927022
0.018596174,0.7856919,0.19571194,-0.76709574
0.04477864,0.19894595,0.75627536,-0.15416731
0.020509461,0.7291321,0.25035846,-0.70862263
0.03847606,0.3626116,0.5989124,-0.32413554
0.016038798,0.8410333,0.14292786,-0.8249945
0.05355588,0.12062549,0.82581866,-0.067069605
0.015119429,0.8283381,0.1565425,-0.81321865
0.03948683,0.04628446,0.91422874,-0.0067976303
0.046353944,0.24447872,0.7091673,-0.19812477
0.047381952,0.0815016,0.8711165,-0.03411965
0.040764987,0.33651614,0.62271893,-0.29575115
0.023106908,0.40989053,0.5670026,-0.38678363
0.028897798,0.28646287,0.68463933,-0.25756508
0.037714303,0.16350304,0.7987827,-0.12578873
0.025896393,0.15632111,0.81778246,-0.13042471
0.04467055,0.16876027,0.7865692,-0.12408972
0.042752698,0.1102298,0.84701747,-0.0674771
0.03655383,0.5004163,0.46302986,-0.46386245
0.019087398,0.7318574,0.24905527,-0.71277004
0.033871535,0.22987282,0.73625565,-0.19600129
0.03718139,0.10934572,0.8534728,-0.07216433
0.07507476,0.19329624,0.731629,-0.11822148
0.021750279,0.6116362,0.3666135,-0.58988595
0.016124962,0.84643966,0.13743538,-0.8303147
0.024348626,0.42970586,0.5459455,-0.40535724
0.015528238,0.8011691,0.18330263,-0.78564084
0.021918723,0.6450198,0.33306143,-0.6231011
0.06576926,0.16642202,0.7678087,-0.10065276
0.026956784,0.29485515,0.6781881,-0.26789835
0.024242533,0.70144284,0.27431464,-0.6772003
0.033966634,0.61305165,0.35298175,-0.579085
0.01786681,0.7676381,0.21449514,-0.7497713
0.032233216,0.5415014,0.42626545,-0.50926816
0.026259137,0.37327924,0.6004616,-0.34702012
0.017242983,0.8759328,0.10682422,-0.85868984
0.029027682,0.7286213,0.24235108,-0.6995936
0.018817034,0.7618657,0.21931732,-0.74304867
0.06483925,0.030712457,0.90444833,0.034126796
0.038625464,0.555325,0.4060496,-0.5166995
0.035163246,0.31627724,0.6485596,-0.28111398
0.03136692,0.23491073,0.7337223,-0.20354381
0.04515626,0.2138368,0.741007,-0.16868055
0.012134938,0.8661208,0.121744215,-0.8539859
0.027290791,0.49400675,0.47870246,-0.46671596
0.036870744,0.41121116,0.5519181,-0.37434042
0.032028556,0.3527956,0.61517584,-0.32076705
0.038471613,0.09987077,0.86165756,-0.061399158
0.023681477,0.25183743,0.7244811,-0.22815596
0.024820093,0.5438492,0.4313307,-0.5190291
0.07217792,0.07433062,0.85349154,-0.0021527037
0.028246446,0.6012126,0.37054092,-0.57296616
0.032833144,0.16175954,0.80540735,-0.1289264
0.072703145,0.08602497,0.8412719,-0.013321824
0.035632096,0.42114225,0.54322565,-0.38551015
0.06317426,0.018967703,0.91785806,0.04420656
0.04958086,0.08352174,0.8668974,-0.033940878
0.033645485,0.04382244,0.9225321,-0.010176957
0.03137212,0.112476505,0.8561514,-0.08110438
0.020219892,0.5005097,0.47927043,-0.4802898
0.059211314,0.1600709,0.7807178,-0.10085958
0.033471778,0.15409422,0.81243396,-0.12062244
0.027041694,0.28664288,0.6863155,-0.25960118
0.060555607,0.1387383,0.8007061,-0.0781827
0.041974995,0.09644467,0.8615803,-0.05446967
0.067658424,0.038913175,0.8934284,0.028745249
0.032936756,0.046309456,0.9207537,-0.013372701
0.027685216,0.583019,0.3892958,-0.5553338
0.022324188,0.7582031,0.21947275,-0.7358789
0.0250926,0.5354357,0.43947163,-0.5103431
0.0338361,0.14666022,0.8195036,-0.11282413
0.02925772,0.4465701,0.52417225,-0.41731238
0.03482707,0.10972155,0.8554514,-0.07489448
0.039103676,0.43496984,0.5259265,-0.39586616
0.046804912,0.0446182,0.9085769,0.0021867119
0.10781904,0.10236546,0.7898155,0.0054535866
0.037269484,0.4439723,0.51875824,-0.40670282
0.026919872,0.46929982,0.5037803,-0.44237995
0.01674438,0.06117167,0.922084,-0.04442729
0.026486138,0.45916012,0.51435375,-0.432674
0.03371448,0.10066425,0.8656213,-0.06694977
0.050163414,0.3759318,0.5739048,-0.32576838
0.017643727,0.7947242,0.18763211,-0.7770805
0.029869098,0.5278337,0.44229716,-0.4979646
0.03245556,0.17350742,0.794037,-0.14105186
0.05170888,0.36702982,0.58126134,-0.31532094
0.031963404,0.1986604,0.7693762,-0.166697
0.011058254,0.91540825,0.07353341,-0.90435
0.027323693,0.08202901,0.8906473,-0.054705314
0.0566694,0.06529451,0.878036,-0.0086251125
0.033715956,0.13813491,0.8281492,-0.104418956
0.027806934,0.38302594,0.5891672,-0.355219
0.022481771,0.64187205,0.33564618,-0.61939025
0.13193575,0.1375139,0.7305503,-0.0055781603
0.03583222,0.18595454,0.77821326,-0.15012231
0.03452813,0.25590006,0.70957184,-0.22137192
0.030788597,0.30148706,0.6677243,-0.27069846
0.033073697,0.14936289,0.8175634,-0.1162892
0.119811945,0.4138223,0.46636572,-0.29401034
0.02943879,0.28656098,0.68400025,-0.2571222
0.023175396,0.6204109,0.3564137,-0.5972355
0.015016606,0.78105783,0.20392556,-0.7660412
0.015421646,0.89592,0.0886584,-0.88049835
0.02865764,0.59642214,0.3749203,-0.5677645
0.025609145,0.422357,0.55203384,-0.39674786
0.03296313,0.49831855,0.4687183,-0.46535543
0.028431823,0.59385854,0.37770966,-0.5654267
0.028208751,0.46527874,0.5065125,-0.43706998
0.02030298,0.60754204,0.37215504,-0.5872391
0.028063232,0.4394872,0.5324496,-0.41142395
0.04521291,0.29997912,0.654808,-0.25476623
0.026389934,0.5828202,0.39078993,-0.5564302
0.030634096,0.20394537,0.76542056,-0.17331128
0.024921091,0.5654562,0.4096227,-0.5405351
0.027386244,0.158616,0.81399775,-0.13122976
0.0340872,0.19584838,0.7700644,-0.16176118
0.01903155,0.79206526,0.18890317,-0.77303374
0.122731715,0.067654744,0.8096135,0.05507697
0.040786095,0.48944515,0.4697687,-0.44865906
0.030537138,0.43024647,0.5392164,-0.39970934
0.03990101,0.38601813,0.5740808,-0.3461171
0.14386302,0.01718924,0.8389477,0.12667379
0.017685974,0.09512067,0.8871933,-0.077434696
0.028608171,0.22819549,0.74319637,-0.19958732
0.022432074,0.10727893,0.870289,-0.084846854
0.037457414,0.34582707,0.61671555,-0.30836967
0.03937331,0.31671953,0.6439072,-0.27734622
0.038616583,0.6146605,0.3467229,-0.5760439
0.031226171,0.3112668,0.65750694,-0.28004065
0.0232749,0.4672563,0.5094688,-0.4439814
0.03551028,0.28637782,0.6781119,-0.25086755
0.025878742,0.5731376,0.4009836,-0.54725885
0.023034407,0.66198426,0.31498134,-0.6389499
0.038943388,0.31639662,0.64465994,-0.27745324
0.015918877,0.7540901,0.229991,-0.7381712
0.068625234,0.18830006,0.7430748,-0.119674824
0.032531545,0.16433038,0.8031381,-0.13179883
0.032671556,0.61764634,0.34968218,-0.58497477
0.0645797,0.23803459,0.69738567,-0.17345488
0.027896158,0.540337,0.43176684,-0.51244086
0.052479483,0.16474369,0.7827769,-0.11226421
0.04072306,0.17062932,0.7886476,-0.12990627
0.036421746,0.10427987,0.85929835,-0.06785812
0.027813803,0.49260327,0.47958294,-0.46478948
0.038624164,0.062248293,0.89912754,-0.02362413
0.008311124,0.9641689,0.027519966,-0.95585775
0.035043366,0.33919954,0.6257571,-0.30415618
0.03811116,0.34802997,0.6138588,-0.30991882
0.023649497,0.52046525,0.4558852,-0.49681577
0.044263676,0.27654165,0.6791946,-0.23227797
0.03437691,0.47223786,0.49338526,-0.43786094
0.022757137,0.14544663,0.83179617,-0.12268949
0.02928383,0.43826377,0.53245234,-0.40897995
0.05170888,0.36702982,0.58126134,-0.31532094
0.03820273,0.21259485,0.7492024,-0.17439212
0.03403352,0.12926391,0.8367025,-0.095230386
0.046514254,0.10873438,0.8447514,-0.062220123
0.03589209,0.24244198,0.72166586,-0.20654988
0.019751148,0.722681,0.25756785,-0.70292985
0.024192603,0.54210883,0.43369865,-0.5179162
0.10241717,0.22984388,0.6677389,-0.12742671
0.10133486,0.18953985,0.7091253,-0.08820499
0.027378058,0.64667636,0.32594556,-0.6192983
0.04325369,0.26548797,0.6912584,-0.22223428
0.068758376,0.037265755,0.89397585,0.03149262
0.027034426,0.4662919,0.5066737,-0.43925747
0.026198776,0.63121486,0.3425864,-0.60501605
0.020573396,0.7470231,0.23240338,-0.7264497
0.024135757,0.62368906,0.3521751,-0.5995533
0.036630835,0.08152991,0.8818393,-0.044899072
0.021905728,0.67184967,0.30624464,-0.64994395
0.016119005,0.9006692,0.083211824,-0.8845502
0.029725565,0.13618392,0.8340905,-0.10645835
0.017676005,0.6756582,0.3066658,-0.65798223
0.062228303,0.35405,0.58372164,-0.29182172
0.099133655,0.121739484,0.7791269,-0.022605829
0.030048415,0.5483102,0.4216414,-0.5182618
0.033670526,0.55100954,0.41531995,-0.517339
0.026930334,0.44808972,0.52498,-0.4211594
0.022580892,0.71282846,0.26459065,-0.69024754
0.017570073,0.86356676,0.11886321,-0.8459967
0.020958642,0.5960952,0.38294613,-0.57513654
0.03320852,0.34684426,0.61994725,-0.31363574
0.02957095,0.4833918,0.4870372,-0.45382085
0.06530271,0.10790288,0.8267944,-0.04260017
0.051640842,0.26134288,0.6870163,-0.20970204
0.048004806,0.030574234,0.92142093,0.017430572
0.019916147,0.82920545,0.15087838,-0.80928934
0.07435137,0.13583784,0.7898108,-0.061486468
0.026045704,0.58578897,0.38816532,-0.5597433
0.021429477,0.68041134,0.29815915,-0.65898186
0.03073434,0.08478369,0.8844819,-0.05404935
0.017896205,0.73647463,0.24562919,-0.71857846
0.062486514,0.03337298,0.9041405,0.029113535
0.06842943,0.081656754,0.8499138,-0.013227321
0.035760496,0.04297248,0.92126703,-0.007211983
0.022115983,0.71113384,0.26675025,-0.68901783
0.04304509,0.5255515,0.43140337,-0.4825064
0.040205855,0.0302336,0.92956054,0.009972256
0.022098007,0.66561866,0.31228334,-0.64352065
0.029439919,0.63607377,0.33448628,-0.60663384
0.04085132,0.27554882,0.6835999,-0.23469749
0.040021185,0.18907343,0.7709053,-0.14905225
0.06418752,0.13023485,0.80557764,-0.06604733
0.03785861,0.36021754,0.6019238,-0.32235894
0.02665843,0.2680721,0.7052695,-0.24141367
0.029186439,0.12654333,0.8442702,-0.097356886
0.012916133,0.84664077,0.14044318,-0.8337246
0.05149192,0.21353857,0.7349695,-0.16204666
0.018327989,0.77523655,0.2064355,-0.75690854
0.03129653,0.32043418,0.64826924,-0.28913766
0.01998874,0.74886847,0.23114282,-0.72887975
0.03190522,0.5412091,0.42688566,-0.50930387
0.04634329,0.15599382,0.797663,-0.10965053
0.027482722,0.5250284,0.44748884,-0.4975457
0.034892928,0.04427097,0.9208361,-0.009378042
0.08928521,0.05260913,0.8581056,0.03667608
0.019128235,0.83289236,0.14797942,-0.8137641
0.025009912,0.72806287,0.24692716,-0.70305294
0.07673927,0.37177953,0.55148125,-0.29504025
0.02948336,0.06942922,0.90108734,-0.03994586
0.023099301,0.45779592,0.5191047,-0.4346966
0.028312948,0.5498384,0.42184868,-0.5215255
0.030959541,0.75196075,0.21707971,-0.7210012
0.015468039,0.8031849,0.181347,-0.78771687
0.044910252,0.17169464,0.7833951,-0.12678438
0.019866174,0.8941847,0.08594912,-0.87431854
0.02196793,0.4740967,0.50393546,-0.45212877
0.032562777,0.24576439,0.72167283,-0.21320161
0.040361732,0.1993026,0.7603356,-0.15894087
0.027843291,0.56124705,0.41090974,-0.53340375
0.016954886,0.7741964,0.20884874,-0.7572415
0.09104697,0.06377934,0.84517366,0.027267627
0.024736034,0.709859,0.2654049,-0.68512297
0.026091756,0.35658112,0.61732715,-0.33048937
0.03911433,0.16921484,0.7916708,-0.13010052
0.03750582,0.22853196,0.7339622,-0.19102614
0.053049322,0.07091988,0.8760308,-0.017870557
0.026384685,0.059416417,0.91419894,-0.03303173
0.010314034,0.9140823,0.07560362,-0.90376824
0.026567325,0.46854594,0.50488675,-0.44197863
0.025993656,0.7183624,0.25564396,-0.69236875
0.032126363,0.040758263,0.92711544,-0.0086319
0.02911424,0.61642635,0.35445938,-0.5873121
0.030042285,0.06915253,0.90080523,-0.039110243
0.028161842,0.38856992,0.5832682,-0.36040807
0.032033965,0.0934759,0.87449014,-0.061441936
0.025642524,0.1349407,0.8394168,-0.10929818
0.027958073,0.13830101,0.8337409,-0.11034294
0.049317,0.15654357,0.79413944,-0.107226565
0.03917944,0.34022787,0.62059265,-0.30104843
0.029258348,0.37346432,0.5972774,-0.34420598
0.008728414,0.9579036,0.03336799,-0.94917524
0.03686969,0.2680644,0.6950659,-0.23119472
0.016621618,0.8203736,0.1630048,-0.803752
0.036801025,0.16289714,0.80030185,-0.12609611
0.040261436,0.24649455,0.71324396,-0.20623311
0.03128867,0.46300387,0.5057075,-0.4317152
0.03415772,0.56885415,0.3969881,-0.53469646
0.01636342,0.8668087,0.11682791,-0.8504453
0.035043392,0.4463513,0.5186054,-0.4113079
0.039312378,0.23765177,0.7230358,-0.19833939
0.033925053,0.17516431,0.7909106,-0.14123926
0.066159815,0.2199073,0.7139329,-0.15374748
